0.090520, 0.000000, 0.000013, 0.000000, 0.004388, 0.000980, 0.000679, 0.000391, 0.083328
0.109099, 0.000000, 0.000015, 0.000000, 0.003664, 0.001362, 0.000801, 0.000490, 0.083625
0.095719, 0.000000, 0.000024, 0.000000, 0.003428, 0.000957, 0.000650, 0.000411, 0.084587
0.099019, 0.000000, 0.000012, 0.000000, 0.003575, 0.000986, 0.000648, 0.000404, 0.091752
0.104097, 0.000000, 0.000010, 0.000000, 0.003384, 0.007320, 0.000787, 0.000510, 0.091274
0.124508, 0.000000, 0.000011, 0.000000, 0.003427, 0.007340, 0.000836, 0.000500, 0.088517
0.107470, 0.000000, 0.000045, 0.000000, 0.002017, 0.002514, 0.001611, 0.014853, 0.059796
0.101988, 0.000000, 0.000012, 0.000000, 0.003630, 0.013007, 0.000639, 0.000423, 0.085751
0.104824, 0.000000, 0.000023, 0.000000, 0.003483, 0.001200, 0.000617, 0.000433, 0.083508
0.093129, 0.000000, 0.000010, 0.000000, 0.003742, 0.001033, 0.000656, 0.000408, 0.084765
0.098060, 0.000000, 0.000011, 0.000000, 0.003720, 0.013359, 0.000665, 0.000451, 0.084753
0.089428, 0.000000, 0.000054, 0.000000, 0.001695, 0.002748, 0.000824, 0.005440, 0.061365
0.091918, 0.000000, 0.000011, 0.000000, 0.003482, 0.025635, 0.000633, 0.000423, 0.083551
0.090196, 0.000000, 0.000050, 0.000000, 0.002005, 0.002208, 0.000576, 0.016658, 0.059593
0.247350, 0.000000, 0.000038, 0.000000, 0.006295, 0.001052, 0.001770, 0.015767, 0.217234
0.250362, 0.000000, 0.000051, 0.000000, 0.006041, 0.001037, 0.001791, 0.016090, 0.201741
0.240739, 0.000000, 0.000132, 0.000000, 0.006783, 0.000808, 0.002134, 0.026791, 0.119036
0.073820, 0.000000, 0.000018, 0.000000, 0.005706, 0.001311, 0.052537, 0.990585, 0.117167
0.074325, 0.000000, 0.000014, 0.000000, 0.005707, 0.001464, 0.052294, 0.984013, 0.001306
