0.100629, 0.000736, 0.000006, 0.000020, 0.374913, 0.250571, 0.000000, 0.000035, 0.031461
0.097033, 0.000721, 0.000006, 0.000035, 0.317107, 0.245970, 0.000000, 0.000024, 0.027715
0.091195, 0.000720, 0.000006, 0.000021, 0.454109, 0.281633, 0.000000, 0.000064, 0.026815
0.091373, 0.000715, 0.000006, 0.000035, 0.332529, 0.245116, 0.000000, 0.000021, 0.030393
0.121227, 0.007874, 0.000020, 0.000365, 2.002401, 0.235640, 0.000000, 79.387110, 0.023618
0.093157, 0.001445, 0.000006, 0.000035, 45.731051, 18.704189, 0.000000, 0.003474, 0.027822
0.249023, 0.001483, 0.000013, 0.001163, 0.911221, 0.291281, 0.000000, 1.006437, 0.077871
0.242072, 0.007536, 0.000040, 0.003466, 1.706554, 0.413898, 0.000000, 64.659111, 0.051730
0.073840, 0.000005, 0.000012, 0.000584, 2.298856, 1.401169, 0.000000, 0.880519, 0.070754
0.096607, 0.000006, 0.000008, 0.000574, 2.302987, 1.422707, 0.000000, 0.882872, 0.001348
