benchmark,dataset,comp,rational,mem,localmem,coalesced,atomic,transfer,wgsize,F1:transfer/(comp+mem),F2:coalesced/mem,F3:(localmem/mem)*avgws,F4:comp/mem,oracle,runtime,speedup,penalty,runtime_cpu,ci_cpu,ci_mean_cpu,runtime_gpu,ci_gpu,ci_mean_gpu,kernel_nlines,kernel_size
2eedb304fb7bb47787b9bcd9e436c7bfa5266721.cl-A,256,1,2,5,0,4,0,6144,256,1024.0,0.8,0.0,0.2,CPU,0.012586,1.25,0.80,0.012586,0.000567,0.04505,0.015792,0.004791,0.303381,12,206
2eedb304fb7bb47787b9bcd9e436c7bfa5266721.cl-A,262144,1,2,5,0,4,0,6291456,256,1048576.0,0.8,0.0,0.2,CPU,0.714903,2.03,0.49,0.714903,0.316464,0.442667,1.447718,0.400639,0.276738,12,206
2eedb304fb7bb47787b9bcd9e436c7bfa5266721.cl-A,4096,1,2,5,0,4,0,98304,256,16384.0,0.8,0.0,0.2,GPU,0.016711,2.64,0.38,0.044139,0.010731,0.243118,0.016711,0.000573,0.034289,12,206
2eedb304fb7bb47787b9bcd9e436c7bfa5266721.cl-A,4194304,1,2,5,0,4,0,100663296,256,16777216.0,0.8,0.0,0.2,GPU,4.849778,3.55,0.28,17.222001,4.864265,0.282445,4.849778,0.158413,0.032664,12,206
2eedb304fb7bb47787b9bcd9e436c7bfa5266721.cl-A,512,1,2,5,0,4,0,12288,256,2048.0,0.8,0.0,0.2,GPU,0.014222,2.50,0.40,0.03559,0.022637,0.636049,0.014222,0.000624,0.043876,12,206
2eedb304fb7bb47787b9bcd9e436c7bfa5266721.cl-A,524288,1,2,5,0,4,0,12582912,256,2097152.0,0.8,0.0,0.2,CPU,2.08487,1.28,0.78,2.08487,0.283844,0.136145,2.677423,0.937092,0.349998,12,206
2eedb304fb7bb47787b9bcd9e436c7bfa5266721.cl-A,64,1,2,5,0,4,0,1536,64,256.0,0.8,0.0,0.2,GPU,0.014045,1.17,0.85,0.016496,0.013173,0.798557,0.014045,0.000302,0.021502,12,206
2eedb304fb7bb47787b9bcd9e436c7bfa5266721.cl-A,65536,1,2,5,0,4,0,1572864,256,262144.0,0.8,0.0,0.2,CPU,0.14721,2.99,0.33,0.14721,0.039827,0.270545,0.439748,0.229109,0.521001,12,206
2eedb304fb7bb47787b9bcd9e436c7bfa5266721.cl-A,8192,1,2,5,0,4,0,196608,256,32768.0,0.8,0.0,0.2,GPU,0.072059,1.19,0.84,0.085541,0.013822,0.161583,0.072059,0.003137,0.043534,12,206
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,1024,3,2,7,0,5,0,32768,256,3276.8,0.714,0.0,0.429,GPU,0.017215,2.88,0.35,0.049517,0.022234,0.449018,0.017215,0.000573,0.033285,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,1048576,3,2,7,0,5,0,33554432,256,3355443.2,0.714,0.0,0.429,GPU,4.20883,1.15,0.87,4.829861,1.322966,0.273914,4.20883,1.530248,0.36358,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,128,3,2,7,0,5,0,4096,128,409.6,0.714,0.0,0.429,CPU,0.011915,1.41,0.71,0.011915,0.001508,0.126563,0.016741,0.000432,0.025805,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,131072,3,2,7,0,5,0,4194304,256,419430.4,0.714,0.0,0.429,CPU,0.35285,2.33,0.43,0.35285,0.050506,0.143137,0.821185,0.538398,0.655635,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,16384,3,2,7,0,5,0,524288,256,52428.8,0.714,0.0,0.429,GPU,0.058726,1.99,0.50,0.11662,0.037529,0.321806,0.058726,0.017135,0.291779,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,2048,3,2,7,0,5,0,65536,256,6553.6,0.714,0.0,0.429,GPU,0.021096,5.68,0.18,0.119833,0.165296,1.379386,0.021096,0.009634,0.456674,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,2097152,3,2,7,0,5,0,67108864,256,6710886.4,0.714,0.0,0.429,GPU,8.264592,1.41,0.71,11.644215,2.383694,0.204711,8.264592,1.619233,0.195924,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,256,3,2,7,0,5,0,8192,256,819.2,0.714,0.0,0.429,GPU,0.016653,1.03,0.97,0.017167,0.00976,0.568533,0.016653,0.000561,0.033688,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,262144,3,2,7,0,5,0,8388608,256,838860.8,0.714,0.0,0.429,GPU,1.032385,1.21,0.83,1.247969,0.449545,0.360221,1.032385,0.484171,0.468983,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,4096,3,2,7,0,5,0,131072,256,13107.2,0.714,0.0,0.429,GPU,0.020178,3.94,0.25,0.079521,0.017226,0.216622,0.020178,0.000542,0.026861,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,4194304,3,2,7,0,5,0,134217728,256,13421772.8,0.714,0.0,0.429,GPU,6.388444,3.00,0.33,19.137715,2.807326,0.146691,6.388444,0.313374,0.049053,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,512,3,2,7,0,5,0,16384,256,1638.4,0.714,0.0,0.429,CPU,0.01394,1.21,0.82,0.01394,0.009118,0.654089,0.016919,0.000573,0.033867,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,524288,3,2,7,0,5,0,16777216,256,1677721.6,0.714,0.0,0.429,GPU,2.242667,1.20,0.84,2.683698,0.472544,0.176079,2.242667,1.717434,0.7658,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,64,3,2,7,0,5,0,2048,64,204.8,0.714,0.0,0.429,CPU,0.012753,1.30,0.77,0.012753,0.002941,0.230612,0.016592,0.000412,0.024831,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,65536,3,2,7,0,5,0,2097152,256,209715.2,0.714,0.0,0.429,CPU,0.23764,1.41,0.71,0.23764,0.050732,0.213483,0.334873,0.169447,0.506004,8,243
2efc7b541d32b2e64bf3ef15445925bc762c9d27.cl-A,8192,3,2,7,0,5,0,262144,256,26214.4,0.714,0.0,0.429,GPU,0.026104,5.87,0.17,0.153244,0.202773,1.323204,0.026104,0.001068,0.040913,8,243
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,1024,4,2,5,0,3,0,32768,256,3640.888889,0.6,0.0,0.8,GPU,0.017037,3.43,0.29,0.058359,0.019248,0.329821,0.017037,0.000432,0.025357,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,1048576,4,2,5,0,3,0,33554432,256,3728270.222222,0.6,0.0,0.8,CPU,4.004594,1.14,0.88,4.004594,1.117667,0.279096,4.574593,2.360468,0.515995,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,128,4,2,5,0,3,0,4096,128,455.111111,0.6,0.0,0.8,CPU,0.014555,1.14,0.88,0.014555,0.009242,0.634971,0.016534,0.000497,0.030059,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,131072,4,2,5,0,3,0,4194304,256,466033.777778,0.6,0.0,0.8,CPU,0.411208,2.38,0.42,0.411208,0.137715,0.334904,0.978029,0.249133,0.25473,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,16384,4,2,5,0,3,0,524288,256,58254.222222,0.6,0.0,0.8,GPU,0.130311,1.06,0.94,0.138088,0.013198,0.095577,0.130311,0.001575,0.012086,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,2048,4,2,5,0,3,0,65536,256,7281.777778,0.6,0.0,0.8,GPU,0.017748,3.28,0.30,0.058233,0.020869,0.358371,0.017748,0.000573,0.032285,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,2097152,4,2,5,0,3,0,67108864,256,7456540.444444,0.6,0.0,0.8,GPU,8.013511,1.07,0.93,8.612893,2.537582,0.294626,8.013511,1.418391,0.177,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,256,4,2,5,0,3,0,8192,256,910.222222,0.6,0.0,0.8,CPU,0.007486,2.22,0.45,0.007486,0.002173,0.290275,0.016623,0.000439,0.026409,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,262144,4,2,5,0,3,0,8388608,256,932067.555556,0.6,0.0,0.8,CPU,1.06461,1.88,0.53,1.06461,0.103867,0.097563,2.004725,0.853453,0.425721,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,4096,4,2,5,0,3,0,131072,256,14563.555556,0.6,0.0,0.8,GPU,0.071645,1.03,0.97,0.073571,0.007077,0.096193,0.071645,0.004067,0.056766,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,4194304,4,2,5,0,3,0,134217728,256,14913080.888889,0.6,0.0,0.8,GPU,6.385955,2.91,0.34,18.562367,2.594257,0.139759,6.385955,0.097223,0.015225,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,512,4,2,5,0,3,0,16384,256,1820.444444,0.6,0.0,0.8,GPU,0.016741,1.22,0.82,0.020394,0.01554,0.761989,0.016741,0.000536,0.032017,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,524288,4,2,5,0,3,0,16777216,256,1864135.111111,0.6,0.0,0.8,CPU,2.144711,1.65,0.61,2.144711,0.745017,0.347374,3.542392,1.359688,0.383833,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,64,4,2,5,0,3,0,2048,64,227.555556,0.6,0.0,0.8,CPU,0.01211,1.51,0.66,0.01211,0.003374,0.278613,0.018281,0.00491,0.268585,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,65536,4,2,5,0,3,0,2097152,256,233016.888889,0.6,0.0,0.8,CPU,0.203306,3.44,0.29,0.203306,0.057542,0.283031,0.69946,0.462319,0.660966,8,241
2f04c2480c6ddc9e96047a20e25d412f4cfe68b6.cl-A,8192,4,2,5,0,3,0,262144,256,29127.111111,0.6,0.0,0.8,GPU,0.091496,1.08,0.93,0.098657,0.023338,0.236557,0.091496,0.004051,0.044275,8,241
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,1024,1,1,5,0,5,0,24576,256,4096.0,1,0.0,0.2,GPU,0.015911,2.97,0.34,0.047198,0.028025,0.593775,0.015911,0.004609,0.289674,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,1048576,1,1,5,0,5,0,25165824,256,4194304.0,1,0.0,0.2,CPU,4.274319,1.23,0.81,4.274319,0.381794,0.089323,5.253496,1.05808,0.201405,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,128,1,1,5,0,5,0,3072,128,512.0,1,0.0,0.2,CPU,0.006509,2.14,0.47,0.006509,0.003526,0.541711,0.013955,0.000557,0.039914,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,131072,1,1,5,0,5,0,3145728,256,524288.0,1,0.0,0.2,CPU,0.599638,1.29,0.77,0.599638,0.160932,0.268382,0.773822,0.217114,0.280574,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,16384,1,1,5,0,5,0,393216,256,65536.0,1,0.0,0.2,GPU,0.039526,3.47,0.29,0.137335,0.021636,0.157542,0.039526,0.012539,0.317234,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,2048,1,1,5,0,5,0,49152,256,8192.0,1,0.0,0.2,GPU,0.014845,4.25,0.24,0.063052,0.021522,0.341337,0.014845,0.000439,0.029572,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,2097152,1,1,5,0,5,0,50331648,256,8388608.0,1,0.0,0.2,CPU,6.919424,1.09,0.92,6.919424,1.341584,0.193887,7.542778,4.737578,0.628095,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,256,1,1,5,0,5,0,6144,256,1024.0,1,0.0,0.2,CPU,0.013772,1.02,0.98,0.013772,0.008725,0.633532,0.014045,0.000601,0.042791,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,262144,1,1,5,0,5,0,6291456,256,1048576.0,1,0.0,0.2,CPU,1.041185,1.68,0.60,1.041185,0.24776,0.23796,1.749244,1.167744,0.667571,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,4096,1,1,5,0,5,0,98304,256,16384.0,1,0.0,0.2,GPU,0.016563,2.81,0.36,0.04657,0.014371,0.308589,0.016563,0.000643,0.038821,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,4194304,1,1,5,0,5,0,100663296,256,16777216.0,1,0.0,0.2,GPU,5.019496,2.71,0.37,13.607942,2.144649,0.157603,5.019496,0.082306,0.016397,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,512,1,1,5,0,5,0,12288,256,2048.0,1,0.0,0.2,GPU,0.01834,1.88,0.53,0.034487,0.026737,0.775278,0.01834,0.005439,0.296565,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,524288,1,1,5,0,5,0,12582912,256,2097152.0,1,0.0,0.2,CPU,1.624438,1.73,0.58,1.624438,0.640243,0.394132,2.811015,1.091378,0.388251,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,64,1,1,5,0,5,0,1536,64,256.0,1,0.0,0.2,CPU,0.008688,1.74,0.58,0.008688,0.00331,0.380985,0.015081,0.003581,0.237451,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,65536,1,1,5,0,5,0,1572864,256,262144.0,1,0.0,0.2,CPU,0.171278,2.25,0.44,0.171278,0.029142,0.170144,0.386059,0.068827,0.178281,8,179
2f1423bbeb6a2b1d44066cf9f3dbfb59b5cde19b.cl-A,8192,1,1,5,0,5,0,196608,256,32768.0,1,0.0,0.2,GPU,0.022044,3.42,0.29,0.0754,0.019973,0.264894,0.022044,0.004577,0.20763,8,179
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,1024,2,1,5,0,4,0,32768,256,4681.142857,0.8,0.0,0.4,GPU,0.017659,6.50,0.15,0.114748,0.162199,1.413524,0.017659,0.003499,0.198143,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,1048576,2,1,5,0,4,0,33554432,256,4793490.285714,0.8,0.0,0.4,CPU,4.359637,1.14,0.88,4.359637,1.603293,0.367758,4.952029,2.972852,0.60033,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,128,2,1,5,0,4,0,4096,128,585.142857,0.8,0.0,0.4,CPU,0.010029,1.59,0.63,0.010029,0.002889,0.288065,0.01594,0.000497,0.031179,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,131072,2,1,5,0,4,0,4194304,256,599186.285714,0.8,0.0,0.4,CPU,0.419254,1.81,0.55,0.419254,0.095575,0.227964,0.758666,0.805033,1.061116,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,16384,2,1,5,0,4,0,524288,256,74898.285714,0.8,0.0,0.4,GPU,0.038015,3.40,0.29,0.129094,0.008839,0.068469,0.038015,0.008501,0.223622,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,2048,2,1,5,0,4,0,65536,256,9362.285714,0.8,0.0,0.4,GPU,0.018637,3.50,0.29,0.065148,0.026581,0.408009,0.018637,0.003517,0.188711,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,2097152,2,1,5,0,4,0,67108864,256,9586980.571429,0.8,0.0,0.4,GPU,8.236741,1.31,0.77,10.750968,2.196465,0.204304,8.236741,1.570689,0.190693,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,256,2,1,5,0,4,0,8192,256,1170.285714,0.8,0.0,0.4,CPU,0.009484,1.70,0.59,0.009484,0.002862,0.301771,0.016148,0.000552,0.034184,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,262144,2,1,5,0,4,0,8388608,256,1198372.571429,0.8,0.0,0.4,CPU,0.955169,2.05,0.49,0.955169,0.518015,0.542328,1.957089,0.88564,0.452529,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,4096,2,1,5,0,4,0,131072,256,18724.571429,0.8,0.0,0.4,GPU,0.019378,3.28,0.31,0.063499,0.025907,0.407991,0.019378,0.000419,0.021622,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,4194304,2,1,5,0,4,0,134217728,256,19173961.142857,0.8,0.0,0.4,GPU,6.298104,2.68,0.37,16.883161,3.977224,0.235573,6.298104,0.38422,0.061006,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,512,2,1,5,0,4,0,16384,256,2340.571429,0.8,0.0,0.4,CPU,0.010952,1.92,0.52,0.010952,0.005329,0.486578,0.020977,0.005112,0.243695,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,524288,2,1,5,0,4,0,16777216,256,2396745.142857,0.8,0.0,0.4,CPU,2.234092,1.61,0.62,2.234092,0.805487,0.360543,3.603081,1.8068,0.50146,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,64,2,1,5,0,4,0,2048,64,292.571429,0.8,0.0,0.4,CPU,0.017167,1.12,0.89,0.017167,0.010508,0.612105,0.0192,0.005724,0.298125,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,65536,2,1,5,0,4,0,2097152,256,299593.142857,0.8,0.0,0.4,GPU,0.278015,1.13,0.88,0.314897,0.026796,0.085094,0.278015,0.128427,0.461943,11,261
2f3d3551888e75f505206a521ff5b80c681a4674.cl-A,8192,2,1,5,0,4,0,262144,256,37449.142857,0.8,0.0,0.4,GPU,0.024474,4.14,0.24,0.101255,0.030905,0.305219,0.024474,0.000398,0.016262,11,261
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,1024,1,1,3,0,3,0,49152,256,12288.0,1,0.0,0.333,GPU,0.014519,6.81,0.15,0.098811,0.133248,1.348514,0.014519,0.000411,0.028308,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,1048576,1,1,3,0,3,0,50331648,256,12582912.0,1,0.0,0.333,CPU,6.87562,1.17,0.86,6.87562,1.873508,0.272486,8.037555,4.218537,0.524853,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,128,1,1,3,0,3,0,6144,128,1536.0,1,0.0,0.333,CPU,0.010909,1.24,0.81,0.010909,0.000431,0.039509,0.013481,0.00052,0.038573,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,131072,1,1,3,0,3,0,6291456,256,1572864.0,1,0.0,0.333,CPU,0.695501,2.47,0.41,0.695501,0.226771,0.326054,1.715963,1.168896,0.68119,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,16384,1,1,3,0,3,0,786432,256,196608.0,1,0.0,0.333,GPU,0.044682,3.18,0.31,0.14214,0.067188,0.472689,0.044682,0.000309,0.006916,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,2048,1,1,3,0,3,0,98304,256,24576.0,1,0.0,0.333,GPU,0.016178,3.50,0.29,0.056543,0.023872,0.422192,0.016178,0.000558,0.034491,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,2097152,1,1,3,0,3,0,100663296,256,25165824.0,1,0.0,0.333,GPU,4.83517,2.73,0.37,13.199373,2.230096,0.168955,4.83517,0.259847,0.053741,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,256,1,1,3,0,3,0,12288,256,3072.0,1,0.0,0.333,CPU,0.006594,2.04,0.49,0.006594,0.00401,0.608129,0.013482,0.000537,0.039831,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,262144,1,1,3,0,3,0,12582912,256,3145728.0,1,0.0,0.333,CPU,1.646788,1.66,0.60,1.646788,0.502287,0.30501,2.728444,1.11542,0.408812,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,4096,1,1,3,0,3,0,196608,256,49152.0,1,0.0,0.333,GPU,0.020059,4.71,0.21,0.094453,0.012318,0.130414,0.020059,0.000463,0.023082,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,4194304,1,1,3,0,3,0,201326592,256,50331648.0,1,0.0,0.333,GPU,12.437734,2.09,0.48,25.949466,2.688886,0.10362,12.437734,8.374676,0.673328,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,512,1,1,3,0,3,0,24576,256,6144.0,1,0.0,0.333,GPU,0.013837,2.85,0.35,0.039391,0.01637,0.415577,0.013837,0.00056,0.040471,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,524288,1,1,3,0,3,0,25165824,256,6291456.0,1,0.0,0.333,CPU,2.895721,1.90,0.53,2.895721,0.787759,0.272042,5.503955,2.181364,0.396327,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,64,1,1,3,0,3,0,3072,64,768.0,1,0.0,0.333,CPU,0.009122,1.49,0.67,0.009122,0.005887,0.645363,0.0136,0.000399,0.029338,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,65536,1,1,3,0,3,0,3145728,256,786432.0,1,0.0,0.333,CPU,0.230404,3.88,0.26,0.230404,0.123907,0.537781,0.894252,0.615365,0.688134,9,170
2f41488f2bde3e03ef11e0db27c69a32d89d6f2c.cl-A,8192,1,1,3,0,3,0,393216,256,98304.0,1,0.0,0.333,GPU,0.028296,3.72,0.27,0.105166,0.025326,0.240819,0.028296,0.000345,0.012193,9,170
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,1024,1,1,4,0,3,0,24576,256,4915.2,0.75,0.0,0.25,GPU,0.015408,4.12,0.24,0.063541,0.025354,0.399018,0.015408,0.004536,0.294393,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,1048576,1,1,4,0,3,0,25165824,256,5033164.8,0.75,0.0,0.25,GPU,3.982533,1.07,0.94,4.259206,0.829381,0.194727,3.982533,2.803151,0.703861,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,128,1,1,4,0,3,0,3072,128,614.4,0.75,0.0,0.25,GPU,0.013334,1.09,0.92,0.014513,0.004692,0.323296,0.013334,0.000536,0.040198,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,131072,1,1,4,0,3,0,3145728,256,629145.6,0.75,0.0,0.25,CPU,0.322678,2.44,0.41,0.322678,0.059183,0.183412,0.788718,0.231863,0.293975,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,16384,1,1,4,0,3,0,393216,256,78643.2,0.75,0.0,0.25,GPU,0.028503,4.26,0.23,0.121467,0.039885,0.328361,0.028503,0.000576,0.020208,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,2048,1,1,4,0,3,0,49152,256,9830.4,0.75,0.0,0.25,GPU,0.014429,3.94,0.25,0.056822,0.004762,0.083806,0.014429,0.000742,0.051424,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,2097152,1,1,4,0,3,0,50331648,256,10066329.6,0.75,0.0,0.25,CPU,6.07755,1.06,0.95,6.07755,0.976249,0.160632,6.412207,2.309772,0.360215,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,256,1,1,4,0,3,0,6144,256,1228.8,0.75,0.0,0.25,CPU,0.010322,1.60,0.62,0.010322,0.00103,0.099787,0.016533,0.009199,0.556402,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,262144,1,1,4,0,3,0,6291456,256,1258291.2,0.75,0.0,0.25,CPU,0.613704,2.25,0.45,0.613704,0.323471,0.52708,1.37803,0.188778,0.136991,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,4096,1,1,4,0,3,0,98304,256,19660.8,0.75,0.0,0.25,GPU,0.017926,3.71,0.27,0.066432,0.019891,0.299419,0.017926,0.004882,0.272342,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,4194304,1,1,4,0,3,0,100663296,256,20132659.2,0.75,0.0,0.25,GPU,4.873511,2.91,0.34,14.192537,2.628954,0.185235,4.873511,0.193208,0.039645,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,512,1,1,4,0,3,0,12288,256,2457.6,0.75,0.0,0.25,GPU,0.013482,3.34,0.30,0.044963,0.024296,0.540355,0.013482,0.000431,0.031969,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,524288,1,1,4,0,3,0,12582912,256,2516582.4,0.75,0.0,0.25,CPU,1.607914,1.70,0.59,1.607914,0.686534,0.426972,2.736022,1.027795,0.375653,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,64,1,1,4,0,3,0,1536,64,307.2,0.75,0.0,0.25,GPU,0.013452,1.16,0.86,0.015589,0.009846,0.631599,0.013452,0.00042,0.031222,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,65536,1,1,4,0,3,0,1572864,256,314572.8,0.75,0.0,0.25,CPU,0.172926,2.20,0.46,0.172926,0.029603,0.171189,0.380029,0.060523,0.159259,9,223
2f9f028582b65d8a2716e95f5b49ddf98bc509e5.cl-A,8192,1,1,4,0,3,0,196608,256,39321.6,0.75,0.0,0.25,GPU,0.025067,3.17,0.32,0.079507,0.012012,0.151081,0.025067,0.00526,0.209838,9,223
2fde1835cc8b24f561a58057a05652a9260bd7bf.cl-A,1024,2,1,4,0,4,0,16384,256,2730.666667,1,0.0,0.5,GPU,0.010697,4.60,0.22,0.04921,0.006026,0.122455,0.010697,0.000543,0.050762,8,158
2fde1835cc8b24f561a58057a05652a9260bd7bf.cl-A,1048576,2,1,4,0,4,0,16777216,256,2796202.666667,1,0.0,0.5,CPU,3.060586,1.21,0.82,3.060586,0.358414,0.117106,3.714511,1.111193,0.299149,8,158
2fde1835cc8b24f561a58057a05652a9260bd7bf.cl-A,128,2,1,4,0,4,0,2048,128,341.333333,1,0.0,0.5,CPU,0.005923,2.52,0.40,0.005923,0.004131,0.697451,0.014904,0.012493,0.838231,8,158
2fde1835cc8b24f561a58057a05652a9260bd7bf.cl-A,131072,2,1,4,0,4,0,2097152,256,349525.333333,1,0.0,0.5,CPU,0.275913,2.72,0.37,0.275913,0.076435,0.277026,0.749682,0.513424,0.684856,8,158
2fde1835cc8b24f561a58057a05652a9260bd7bf.cl-A,16384,2,1,4,0,4,0,262144,256,43690.666667,1,0.0,0.5,GPU,0.020148,4.77,0.21,0.096198,0.01797,0.186802,0.020148,0.000567,0.028142,8,158
2fde1835cc8b24f561a58057a05652a9260bd7bf.cl-A,2048,2,1,4,0,4,0,32768,256,5461.333333,1,0.0,0.5,GPU,0.012534,2.41,0.41,0.030255,0.001942,0.064188,0.012534,0.004506,0.359502,8,158
2fde1835cc8b24f561a58057a05652a9260bd7bf.cl-A,2097152,2,1,4,0,4,0,33554432,256,5592405.333333,1,0.0,0.5,GPU,4.793607,1.26,0.79,6.05611,0.440926,0.072807,4.793607,1.743485,0.36371,8,158
2fde1835cc8b24f561a58057a05652a9260bd7bf.cl-A,256,2,1,4,0,4,0,4096,256,682.666667,1,0.0,0.5,CPU,0.005574,1.90,0.53,0.005574,0.00451,0.809114,0.010578,0.000462,0.043676,8,158
