benchmark,dataset,comp,rational,mem,localmem,coalesced,atomic,transfer,wgsize,F1:transfer/(comp+mem),F2:coalesced/mem,F3:(localmem/mem)*avgws,F4:comp/mem,oracle,runtime,speedup,penalty,runtime_cpu,ci_cpu,ci_mean_cpu,runtime_gpu,ci_gpu,ci_mean_gpu,kernel_nlines,kernel_size
0b8378709bfad11440680a23164b2428ac273023.cl-A,128,1,2,5,0,4,0,3072,128,512.0,0.8,0.0,0.2,CPU,0.007096,2.11,0.47,0.007096,0.000234,0.032976,0.01495,0.002867,0.191773,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,131072,1,2,5,0,4,0,3145728,256,524288.0,0.8,0.0,0.2,CPU,0.280285,3.80,0.26,0.280285,0.101614,0.362538,1.064013,0.001685,0.001584,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,16384,1,2,5,0,4,0,393216,256,65536.0,0.8,0.0,0.2,GPU,0.111194,1.11,0.90,0.123912,0.017991,0.145192,0.111194,0.003036,0.027304,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,2048,1,2,5,0,4,0,49152,256,8192.0,0.8,0.0,0.2,GPU,0.017702,4.79,0.21,0.084759,0.031972,0.377211,0.017702,0.003488,0.19704,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,2097152,1,2,5,0,4,0,50331648,256,8388608.0,0.8,0.0,0.2,CPU,9.119629,2.04,0.49,9.119629,2.052273,0.225039,18.581395,0.04427,0.002382,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,256,1,2,5,0,4,0,6144,256,1024.0,0.8,0.0,0.2,CPU,0.009372,1.59,0.63,0.009372,0.002434,0.25971,0.014918,0.002774,0.18595,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,262144,1,2,5,0,4,0,6291456,256,1048576.0,0.8,0.0,0.2,CPU,0.875621,2.41,0.41,0.875621,0.391344,0.446933,2.113069,0.000567,0.000268,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,4096,1,2,5,0,4,0,98304,256,16384.0,0.8,0.0,0.2,GPU,0.020685,2.38,0.42,0.049154,0.015923,0.323941,0.020685,0.00364,0.175973,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,4194304,1,2,5,0,4,0,100663296,256,16777216.0,0.8,0.0,0.2,CPU,11.848843,3.14,0.32,11.848843,2.159288,0.182236,37.200685,0.083946,0.002257,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,512,1,2,5,0,4,0,12288,256,2048.0,0.8,0.0,0.2,GPU,0.015462,1.07,0.94,0.016468,0.016743,1.016699,0.015462,0.003039,0.196546,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,524288,1,2,5,0,4,0,12582912,256,2097152.0,0.8,0.0,0.2,CPU,1.922811,2.19,0.46,1.922811,0.43878,0.228197,4.218835,0.001205,0.000286,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,64,1,2,5,0,4,0,1536,64,256.0,0.8,0.0,0.2,CPU,0.014513,1.05,0.95,0.014513,0.017468,1.203611,0.015251,0.002903,0.190348,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,65536,1,2,5,0,4,0,1572864,256,262144.0,0.8,0.0,0.2,CPU,0.258732,2.09,0.48,0.258732,0.015015,0.058033,0.541651,0.002379,0.004392,10,195
0b8378709bfad11440680a23164b2428ac273023.cl-A,8192,1,2,5,0,4,0,196608,256,32768.0,0.8,0.0,0.2,GPU,0.046758,1.54,0.65,0.072131,0.010499,0.145555,0.046758,0.002875,0.061487,10,195
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,1024,2,1,5,0,5,0,24576,256,3510.857143,1,0.0,0.4,GPU,0.017018,3.44,0.29,0.058583,0.005837,0.099636,0.017018,0.003225,0.189505,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,1048576,2,1,5,0,5,0,25165824,256,3595117.714286,1,0.0,0.4,CPU,4.564075,1.98,0.50,4.564075,0.411152,0.090084,9.045414,0.004954,0.000548,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,128,2,1,5,0,5,0,3072,128,438.857143,1,0.0,0.4,CPU,0.012222,1.26,0.80,0.012222,0.007518,0.61512,0.01536,0.003008,0.195833,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,131072,2,1,5,0,5,0,3145728,256,449389.714286,1,0.0,0.4,CPU,0.339761,3.14,0.32,0.339761,0.097543,0.287093,1.065306,0.001364,0.00128,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,16384,2,1,5,0,5,0,393216,256,56173.714286,1,0.0,0.4,GPU,0.111238,1.42,0.70,0.158343,0.111796,0.706037,0.111238,0.003235,0.029082,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,2048,2,1,5,0,5,0,49152,256,7021.714286,1,0.0,0.4,GPU,0.02071,4.89,0.20,0.101241,0.131048,1.294416,0.02071,0.007664,0.370063,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,2097152,2,1,5,0,5,0,50331648,256,7190235.428571,1,0.0,0.4,CPU,10.56184,1.75,0.57,10.56184,1.679655,0.159031,18.509632,0.017581,0.00095,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,256,2,1,5,0,5,0,6144,256,877.714286,1,0.0,0.4,CPU,0.010154,1.77,0.57,0.010154,0.005663,0.557711,0.017958,0.007726,0.430226,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,262144,2,1,5,0,5,0,6291456,256,898779.428571,1,0.0,0.4,CPU,0.938868,2.27,0.44,0.938868,0.145099,0.154547,2.127878,0.001321,0.000621,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,4096,2,1,5,0,5,0,98304,256,14043.428571,1,0.0,0.4,GPU,0.020659,3.70,0.27,0.076433,0.030596,0.400298,0.020659,0.003337,0.161528,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,4194304,2,1,5,0,5,0,100663296,256,14380470.857143,1,0.0,0.4,CPU,15.811081,2.37,0.42,15.811081,4.236935,0.267973,37.463014,0.046261,0.001235,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,512,2,1,5,0,5,0,12288,256,1755.428571,1,0.0,0.4,GPU,0.01559,1.43,0.70,0.022238,0.026722,1.201637,0.01559,0.002763,0.177229,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,524288,2,1,5,0,5,0,12582912,256,1797558.857143,1,0.0,0.4,CPU,1.629984,2.61,0.38,1.629984,0.54586,0.334887,4.247386,0.000719,0.000169,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,64,2,1,5,0,5,0,1536,64,219.428571,1,0.0,0.4,CPU,0.009275,1.60,0.62,0.009275,0.002085,0.224798,0.01488,0.002852,0.191667,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,65536,2,1,5,0,5,0,1572864,256,224694.857143,1,0.0,0.4,CPU,0.173638,3.12,0.32,0.173638,0.015576,0.089704,0.542067,0.00308,0.005682,8,180
0b959adc622ceeb8bba7d591fa883f846381b67b.cl-A,8192,2,1,5,0,5,0,196608,256,28086.857143,1,0.0,0.4,GPU,0.046509,1.63,0.61,0.075819,0.012591,0.166067,0.046509,0.002898,0.062311,8,180
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,1024,1,2,3,0,2,0,24576,256,6144.0,0.667,0.0,0.333,GPU,0.017043,6.46,0.15,0.110167,0.165037,1.498062,0.017043,0.003597,0.211054,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,1048576,1,2,3,0,2,0,25165824,256,6291456.0,0.667,0.0,0.333,CPU,4.206086,2.14,0.47,4.206086,1.174944,0.279344,8.989414,0.003799,0.000423,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,128,1,2,3,0,2,0,3072,128,768.0,0.667,0.0,0.333,CPU,0.0069,2.17,0.46,0.0069,0.003938,0.570725,0.014989,0.003438,0.229368,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,131072,1,2,3,0,2,0,3145728,256,786432.0,0.667,0.0,0.333,CPU,0.371539,2.87,0.35,0.371539,0.211274,0.568646,1.064909,0.001952,0.001833,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,16384,1,2,3,0,2,0,393216,256,98304.0,0.667,0.0,0.333,GPU,0.111021,1.23,0.81,0.136832,0.023955,0.175069,0.111021,0.002883,0.025968,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,2048,1,2,3,0,2,0,49152,256,12288.0,0.667,0.0,0.333,GPU,0.018138,4.06,0.25,0.073584,0.024798,0.337003,0.018138,0.002526,0.139266,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,2097152,1,2,3,0,2,0,50331648,256,12582912.0,0.667,0.0,0.333,CPU,8.184882,2.24,0.45,8.184882,0.938431,0.114654,18.358093,0.018072,0.000984,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,256,1,2,3,0,2,0,6144,256,1536.0,0.667,0.0,0.333,GPU,0.015149,1.07,0.94,0.016175,0.009078,0.561236,0.015149,0.002869,0.189385,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,262144,1,2,3,0,2,0,6291456,256,1572864.0,0.667,0.0,0.333,CPU,0.905066,2.33,0.43,0.905066,0.199836,0.220797,2.11225,0.001219,0.000577,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,4096,1,2,3,0,2,0,98304,256,24576.0,0.667,0.0,0.333,GPU,0.020198,4.04,0.25,0.081532,0.012389,0.151953,0.020198,0.002983,0.147688,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,4194304,1,2,3,0,2,0,100663296,256,25165824.0,0.667,0.0,0.333,CPU,12.749804,2.95,0.34,12.749804,3.035257,0.238063,37.636762,1.0919,0.029012,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,512,1,2,3,0,2,0,12288,256,3072.0,0.667,0.0,0.333,CPU,0.006705,2.30,0.43,0.006705,0.003217,0.479791,0.015418,0.00311,0.201712,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,524288,1,2,3,0,2,0,12582912,256,3145728.0,0.667,0.0,0.333,CPU,1.512777,2.79,0.36,1.512777,0.584109,0.386117,4.218253,0.000698,0.000165,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,64,1,2,3,0,2,0,1536,64,384.0,0.667,0.0,0.333,CPU,0.013507,1.14,0.88,0.013507,0.008619,0.638114,0.015366,0.002913,0.189574,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,65536,1,2,3,0,2,0,1572864,256,393216.0,0.667,0.0,0.333,CPU,0.134248,4.03,0.25,0.134248,0.013666,0.101797,0.541677,0.003018,0.005572,9,184
0bc6f4b166dc6a2b167d909bbde55261ba51fbf4.cl-A,8192,1,2,3,0,2,0,196608,256,49152.0,0.667,0.0,0.333,GPU,0.046586,1.97,0.51,0.091589,0.011382,0.124273,0.046586,0.002629,0.056433,9,184
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,1024,1,2,5,0,5,0,24576,256,4096.0,1,0.0,0.2,GPU,0.017568,2.22,0.45,0.038957,0.003115,0.07996,0.017568,0.004869,0.277152,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,1048576,1,2,5,0,5,0,25165824,256,4194304.0,1,0.0,0.2,CPU,5.426048,1.65,0.61,5.426048,0.119833,0.022085,8.948077,0.020413,0.002281,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,128,1,2,5,0,5,0,3072,128,512.0,1,0.0,0.2,CPU,0.007194,2.51,0.40,0.007194,0.005268,0.732277,0.018022,0.003101,0.172067,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,131072,1,2,5,0,5,0,3145728,256,524288.0,1,0.0,0.2,CPU,0.477794,2.23,0.45,0.477794,0.038152,0.07985,1.065683,0.002138,0.002006,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,16384,1,2,5,0,5,0,393216,256,65536.0,1,0.0,0.2,GPU,0.112154,1.25,0.80,0.140128,0.01328,0.09477,0.112154,0.00354,0.031564,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,2048,1,2,5,0,5,0,49152,256,8192.0,1,0.0,0.2,GPU,0.01897,3.80,0.26,0.072076,0.011683,0.162093,0.01897,0.004413,0.23263,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,2097152,1,2,5,0,5,0,50331648,256,8388608.0,1,0.0,0.2,CPU,6.92719,2.66,0.38,6.92719,0.729347,0.105288,18.392275,0.023093,0.001256,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,256,1,2,5,0,5,0,6144,256,1024.0,1,0.0,0.2,GPU,0.01497,1.11,0.90,0.016581,0.014727,0.888185,0.01497,0.002897,0.19352,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,262144,1,2,5,0,5,0,6291456,256,1048576.0,1,0.0,0.2,CPU,0.734584,2.87,0.35,0.734584,0.230132,0.313282,2.110733,0.000853,0.000404,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,4096,1,2,5,0,5,0,98304,256,16384.0,1,0.0,0.2,GPU,0.022195,3.45,0.29,0.076643,0.018302,0.238795,0.022195,0.003891,0.17531,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,4194304,1,2,5,0,5,0,100663296,256,16777216.0,1,0.0,0.2,CPU,15.06972,2.50,0.40,15.06972,1.41311,0.093771,37.63751,0.88705,0.023568,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,512,1,2,5,0,5,0,12288,256,2048.0,1,0.0,0.2,GPU,0.015667,2.46,0.41,0.03858,0.008023,0.207957,0.015667,0.004278,0.273058,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,524288,1,2,5,0,5,0,12582912,256,2097152.0,1,0.0,0.2,CPU,2.767186,1.53,0.66,2.767186,0.494121,0.178564,4.22304,0.001675,0.000397,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,64,1,2,5,0,5,0,1536,64,256.0,1,0.0,0.2,CPU,0.010952,1.37,0.73,0.010952,0.002606,0.237947,0.014957,0.002681,0.179247,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,65536,1,2,5,0,5,0,1572864,256,262144.0,1,0.0,0.2,CPU,0.23486,2.32,0.43,0.23486,0.069573,0.296232,0.543795,0.003513,0.00646,10,212
0bf6082ae1b4a71b0940b3d3a32bca2a925ba1fa.cl-A,8192,1,2,5,0,5,0,196608,256,32768.0,1,0.0,0.2,GPU,0.047565,2.44,0.41,0.116243,0.038359,0.32999,0.047565,0.003843,0.080795,10,212
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,1024,2,1,4,0,4,0,24576,256,4096.0,1,0.0,0.5,GPU,0.015213,2.79,0.36,0.042519,0.024588,0.578283,0.015213,0.003871,0.254453,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,1048576,2,1,4,0,4,0,25165824,256,4194304.0,1,0.0,0.5,CPU,4.428473,2.10,0.48,4.428473,1.224416,0.276487,9.311258,0.023788,0.002555,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,128,2,1,4,0,4,0,3072,128,512.0,1,0.0,0.5,GPU,0.013338,1.10,0.91,0.014667,0.009322,0.635576,0.013338,0.00275,0.206178,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,131072,2,1,4,0,4,0,3145728,256,524288.0,1,0.0,0.5,CPU,0.350292,3.04,0.33,0.350292,0.126406,0.360859,1.06368,0.00164,0.001542,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,16384,2,1,4,0,4,0,393216,256,65536.0,1,0.0,0.5,CPU,0.063304,2.14,0.47,0.063304,0.025424,0.401618,0.135718,0.003601,0.026533,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,2048,2,1,4,0,4,0,49152,256,8192.0,1,0.0,0.5,GPU,0.016582,4.11,0.24,0.068122,0.012537,0.184037,0.016582,0.003933,0.237185,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,2097152,2,1,4,0,4,0,50331648,256,8388608.0,1,0.0,0.5,CPU,8.944734,2.11,0.47,8.944734,2.558012,0.28598,18.90912,0.035822,0.001894,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,256,2,1,4,0,4,0,6144,256,1024.0,1,0.0,0.5,GPU,0.013965,1.18,0.85,0.016482,0.015104,0.916394,0.013965,0.003356,0.240315,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,262144,2,1,4,0,4,0,6291456,256,1048576.0,1,0.0,0.5,CPU,1.023403,2.09,0.48,1.023403,0.412964,0.40352,2.134086,0.00112,0.000525,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,4096,2,1,4,0,4,0,98304,256,16384.0,1,0.0,0.5,GPU,0.026515,2.08,0.48,0.055216,0.010781,0.195251,0.026515,0.003772,0.142259,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,4194304,2,1,4,0,4,0,100663296,256,16777216.0,1,0.0,0.5,CPU,14.223472,2.68,0.37,14.223472,0.685089,0.048166,38.152602,0.721566,0.018913,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,512,2,1,4,0,4,0,12288,256,2048.0,1,0.0,0.5,GPU,0.014138,1.69,0.59,0.023913,0.022882,0.956885,0.014138,0.002732,0.193238,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,524288,2,1,4,0,4,0,12582912,256,2097152.0,1,0.0,0.5,CPU,1.980668,2.27,0.44,1.980668,0.332491,0.167868,4.505984,0.020673,0.004588,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,64,2,1,4,0,4,0,1536,64,256.0,1,0.0,0.5,CPU,0.010825,1.27,0.79,0.010825,0.002053,0.189654,0.013773,0.003033,0.220213,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,65536,2,1,4,0,4,0,1572864,256,262144.0,1,0.0,0.5,CPU,0.240434,2.25,0.45,0.240434,0.092528,0.384837,0.540224,0.003078,0.005698,8,172
0c0d90126c9fa815f3e31f6b2e8ece9a944c2e7e.cl-A,8192,2,1,4,0,4,0,196608,256,32768.0,1,0.0,0.5,GPU,0.056294,1.57,0.64,0.088572,0.01523,0.171951,0.056294,0.003133,0.055654,8,172
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,1024,3,1,10,0,9,0,24576,256,1890.461538,0.9,0.0,0.3,GPU,0.017037,3.69,0.27,0.062787,0.012402,0.197525,0.017037,0.0038,0.223044,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,1048576,3,1,10,0,9,0,25165824,256,1935832.615385,0.9,0.0,0.3,CPU,4.463868,2.01,0.50,4.463868,1.15297,0.258289,8.994061,0.007407,0.000824,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,128,3,1,10,0,9,0,3072,128,236.307692,0.9,0.0,0.3,CPU,0.010769,1.41,0.71,0.010769,0.002569,0.238555,0.015206,0.002953,0.1942,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,131072,3,1,10,0,9,0,3145728,256,241979.076923,0.9,0.0,0.3,CPU,0.295887,3.61,0.28,0.295887,0.042704,0.144325,1.068397,0.001607,0.001504,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,16384,3,1,10,0,9,0,393216,256,30247.384615,0.9,0.0,0.3,GPU,0.111949,1.35,0.74,0.150912,0.069819,0.462647,0.111949,0.003502,0.031282,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,2048,3,1,10,0,9,0,49152,256,3780.923077,0.9,0.0,0.3,GPU,0.017664,2.30,0.43,0.04069,0.01097,0.269599,0.017664,0.002825,0.15993,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,2097152,3,1,10,0,9,0,50331648,256,3871665.230769,0.9,0.0,0.3,CPU,7.154242,2.61,0.38,7.154242,2.15155,0.300738,18.637805,0.022427,0.001203,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,256,3,1,10,0,9,0,6144,256,472.615385,0.9,0.0,0.3,GPU,0.014701,1.05,0.96,0.015393,0.003816,0.247905,0.014701,0.003041,0.206857,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,262144,3,1,10,0,9,0,6291456,256,483958.153846,0.9,0.0,0.3,CPU,0.810864,2.62,0.38,0.810864,0.454663,0.560714,2.128518,0.000611,0.000287,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,4096,3,1,10,0,9,0,98304,256,7561.846154,0.9,0.0,0.3,GPU,0.020461,3.47,0.29,0.071014,0.006515,0.091742,0.020461,0.003727,0.182151,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,4194304,3,1,10,0,9,0,100663296,256,7743330.461538,0.9,0.0,0.3,CPU,17.229142,2.22,0.45,17.229142,2.304143,0.133735,38.240506,1.502336,0.039287,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,512,3,1,10,0,9,0,12288,256,945.230769,0.9,0.0,0.3,GPU,0.015392,1.45,0.69,0.022294,0.020056,0.899614,0.015392,0.002916,0.189449,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,524288,3,1,10,0,9,0,12582912,256,967916.307692,0.9,0.0,0.3,CPU,2.536069,1.67,0.60,2.536069,0.633609,0.249839,4.247194,0.000849,0.0002,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,64,3,1,10,0,9,0,1536,64,118.153846,0.9,0.0,0.3,CPU,0.00718,2.13,0.47,0.00718,0.003892,0.542061,0.015309,0.003003,0.196159,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,65536,3,1,10,0,9,0,1572864,256,120989.538462,0.9,0.0,0.3,CPU,0.182731,2.99,0.33,0.182731,0.032437,0.177512,0.545882,0.00307,0.005624,9,209
0c0fd8af5b2faee0c6ead70353e90d5da583e258.cl-A,8192,3,1,10,0,9,0,196608,256,15123.692308,0.9,0.0,0.3,GPU,0.046861,1.95,0.51,0.091282,0.021802,0.238842,0.046861,0.003869,0.082563,9,209
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,1024,1,1,2,0,2,0,24576,256,8192.0,1,0.0,0.5,GPU,0.016589,4.11,0.24,0.06815,0.013659,0.200426,0.016589,0.002947,0.177648,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,1048576,1,1,2,0,2,0,25165824,256,8388608.0,1,0.0,0.5,CPU,4.19811,2.15,0.47,4.19811,1.120058,0.266801,9.01607,0.017931,0.001989,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,128,1,1,2,0,2,0,3072,128,1024.0,1,0.0,0.5,CPU,0.013996,1.08,0.92,0.013996,0.008465,0.604816,0.015142,0.003026,0.199842,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,131072,1,1,2,0,2,0,3145728,256,1048576.0,1,0.0,0.5,CPU,0.415441,2.56,0.39,0.415441,0.048384,0.116464,1.064461,0.000902,0.000847,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,16384,1,1,2,0,2,0,393216,256,131072.0,1,0.0,0.5,CPU,0.088251,1.26,0.79,0.088251,0.019275,0.218411,0.111558,0.002876,0.02578,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,2048,1,1,2,0,2,0,49152,256,16384.0,1,0.0,0.5,GPU,0.017683,2.58,0.39,0.045592,0.007526,0.165073,0.017683,0.002944,0.166488,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,2097152,1,1,2,0,2,0,50331648,256,16777216.0,1,0.0,0.5,CPU,8.716788,2.11,0.47,8.716788,2.235025,0.256405,18.36791,0.01375,0.000749,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,256,1,1,2,0,2,0,6144,256,2048.0,1,0.0,0.5,GPU,0.015488,1.05,0.95,0.016328,0.008546,0.523395,0.015488,0.003123,0.20164,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,262144,1,1,2,0,2,0,6291456,256,2097152.0,1,0.0,0.5,CPU,0.87245,2.42,0.41,0.87245,0.234304,0.268559,2.11273,0.00196,0.000928,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,4096,1,1,2,0,2,0,98304,256,32768.0,1,0.0,0.5,GPU,0.020762,3.82,0.26,0.079227,0.027139,0.342547,0.020762,0.003939,0.189722,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,4194304,1,1,2,0,2,0,100663296,256,33554432.0,1,0.0,0.5,CPU,16.341661,2.32,0.43,16.341661,2.477009,0.151576,37.851392,1.074062,0.028376,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,512,1,1,2,0,2,0,12288,256,4096.0,1,0.0,0.5,GPU,0.015366,2.66,0.38,0.040829,0.019015,0.465723,0.015366,0.002911,0.189444,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,524288,1,1,2,0,2,0,12582912,256,4194304.0,1,0.0,0.5,CPU,1.890504,2.23,0.45,1.890504,0.393282,0.20803,4.219034,0.002856,0.000677,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,64,1,1,2,0,2,0,1536,64,512.0,1,0.0,0.5,CPU,0.00637,2.36,0.42,0.00637,0.00244,0.383046,0.015027,0.003323,0.221135,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,65536,1,1,2,0,2,0,1572864,256,524288.0,1,0.0,0.5,CPU,0.137013,3.95,0.25,0.137013,0.039593,0.288973,0.54153,0.002322,0.004288,8,169
0c499b7009594fb7ac386a4518b4f673035ef5c6.cl-A,8192,1,1,2,0,2,0,196608,256,65536.0,1,0.0,0.5,GPU,0.046202,2.12,0.47,0.097958,0.013957,0.142479,0.046202,0.002918,0.063157,8,169
0c96133bafbaeecdbbb52089d908e6cde4a5bc02.cl-A,1024,0,1,3,0,2,0,24576,256,8192.0,0.667,0.0,0,GPU,0.016998,2.61,0.38,0.044348,0.003559,0.080252,0.016998,0.002865,0.168549,8,165
0c96133bafbaeecdbbb52089d908e6cde4a5bc02.cl-A,1048576,0,1,3,0,2,0,25165824,256,8388608.0,0.667,0.0,0,CPU,3.013151,2.96,0.34,3.013151,0.984335,0.32668,8.915802,0.00479,0.000537,8,165
0c96133bafbaeecdbbb52089d908e6cde4a5bc02.cl-A,128,0,1,3,0,2,0,3072,128,1024.0,0.667,0.0,0,CPU,0.011845,1.32,0.75,0.011845,0.004665,0.393837,0.015693,0.0032,0.203913,8,165
0c96133bafbaeecdbbb52089d908e6cde4a5bc02.cl-A,131072,0,1,3,0,2,0,3145728,256,1048576.0,0.667,0.0,0,CPU,0.315163,3.38,0.30,0.315163,0.125463,0.398089,1.065542,0.001559,0.001463,8,165
